date,state,update_time,last_check,positives_total,positives_white,positives_black,positives_latinx,positives_asian,positives_aiain,positives_nhpi,positives_multiracial,positives_other,positives_race_unknown,positives_percent_race_unknown,positives_hispanic,positives_nonhispanic,positives_ethnicity_unknown,positives_percent_ethnicity_unknown,total_deaths,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_other,deaths_race_unknown,deaths_percent_race_unknown,deaths_hispanic,deaths_nonhispanic,deaths_ethnicity_unknown,deaths_percent_ethnicity_unknown,negatives_white,negatives_black,negatives_latinx,negatives_asian,negatives_aian,negatives_nhpi,negatives_multiracial,negatives_other,negatives_race_unknown,negatives_percent_race_unknown,negatives_hispanic,negatives_nonhispanic,negatives_ethnicity_unknown,negatives_percent_ethnicity_unknown,,,,,,,,,,,,,,,,,,,
20200524,OH,5/24/20 14:00,5/24/20 22:52,31911,16386,8093,,720,26,88,1126,2054,3418,11%,2117,21335,8459,27%,1969,1522,344,,16,,,25,16,45,2%,31,1855,83,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,OK,5/24/20 0:00,5/24/20 23:31,6037,3921,564,,155,370,,,240,787,13%,1111,3908,1018,17%,311,240,26,,2,21,,,7,15,5%,7,273,31,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,OR,5/19/20 0:00,5/24/20 23:38,3927,1842,86,,135,67,47,70,1023,657,17%,1162,2103,662,17%,148,100,6,,7,3,1,2,9,20,14%,12,108,28,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,PA,5/22/20 0:00,5/24/20 23:30,67713,18069,8136,,914,,,,380,40214,59%,,,,,5124,3615,1010,,125,,,,234,140,3%,268,4716,140,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,PR,5/24/20 7:15,5/24/20 23:36,3189,,,,,,,,,3189,100%,,,,,127,,,,,,,,,127,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,RI,5/24/20 12:00,5/24/20 23:53,14065,3153,1078,3568,,,,248,331,5687,40%,3568,4810,5687,40%,608,454,27,54,,,,0,5,68,11%,54,486,68,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,SC,5/22/20 16:00,5/24/20 23:46,10096,3685,3948,,87,,,,438,1935,19%,778,6401,2829,28%,435,215,162,,4,,,,4,49,11%,7,341,89,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,SD,5/23/20 18:00,5/24/20 23:51,4563,1380,889,782,522,396,,,594,0,0%,782,3781,0,,50,,,,,,,,,50,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,TN,5/24/20 15:00,5/24/20 22:15,20145,8040,4139,,387,,,,2002,5577,28%,3578,10011,6556,33%,336,195,112,,7,,,,13,9,3%,20,300,16,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,TX,5/24/20 10:30,5/24/20 22:27,55348,4040,2266,5806,493,,,,96,42647,77%,5806,6895,42647,77%,1519,180,67,121,6,,,,2,1143,75%,121,255,1143,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,UT,5/24/20 15:00,5/24/20 22:34,8392,3244,272,,202,300,314,,947,783,13%,3221,4388,783,9%,97,,,,,,,,,97,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,VA,5/23/20 17:00,5/24/20 22:37,36244,11686,5409,,,,,,7894,11255,31%,11371,12677,12196,34%,1171,637,241,,,,,,135,158,13%,93,840,238,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,VI,5/22/20 7:29,5/24/20 22:45,69,,,,,,,,,69,100%,,,,,6,,,,,,,,,6,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,VT,5/24/20 9:51,5/24/20 22:51,956,875,27,,11,1,,,12,30,3%,26,828,102,11%,54,50,,,2,,,,2,0,0%,0,54,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,WA,5/24/20 2:59,5/24/20 22:56,19828,5678,940,5145,1071,182,305,244,260,6003,30%,5145,8680,6003,30%,1061,686,31,87,91,8,7,13,20,118,11%,87,856,118,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,WI,5/24/20 0:00,5/24/20 23:05,15277,8043,3024,,577,173,,,1875,1585,10%,5001,8605,1671,11%,510,339,139,,13,8,,,2,9,2%,45,457,8,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,WV,5/24/20 17:00,5/24/20 23:12,1771,1420,124,,,,,,227,0,0%,,,,,72,58,3,,,,,,,11,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,WY,5/24/20 18:24,5/24/20 23:36,638,306,8,74,5,202,,,17,52,8%,74,538,52,8%,12,,,,,,,,,12,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,AK,5/20/20 16:15,5/20/20 21:09,402,261,9,,46,31,14,14,12,15,4%,38,344,20,5%,10,,,,,,,,,10,100%,,,10,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,AL,5/20/20 0:00,5/20/20 21:14,13052,5416,5248,,75,,,,529,1781,14%,1091,9479,2481,19%,522,267,226,,3,,,,7,19,4%,12,447,63,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,AR,5/20/20 12:33,5/20/20 21:25,5003,2478,1883,,59,18,116,,205,244,5%,324,4679,244,5%,107,59,41,,,,2,,5,,0%,3,104,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,AS,,5/20/20 21:25,,,,,,,,,,,100%,,,,100%,,,,,,,,,,,100%,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,AZ,5/20/20 0:00,5/20/20 21:29,14897,3226,481,2797,164,1774,,,313,6142,41%,2797,5958,6142,41%,747,306,23,118,9,124,,,11,156,21%,118,473,156,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,CA,5/19/20 0:00,5/20/20 21:33,84057,13185,3418,31432,6119,113,547,517,3015,25711,31%,31432,26914,25711,31%,3374,1125,335,1235,496,14,27,23,38,81,2%,1235,2058,81,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,CO,5/20/20 0:00,5/20/20 21:36,22797,8147,1395,8143,629,102,91,164,207,3914,17%,8143,10735,3914,17%,1299,832,91,244,51,8,4,10,7,50,4%,244,1003,50,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,CT,5/20/20 12:00,5/20/20 21:41,39017,12455,4904,6847,563,,,,198,13944,36%,6847,12455,13944,42%,3529,2560,519,305,35,,,,15,81,2%,305,2560,81,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,DC,5/19/20 0:00,5/20/20 21:45,7551,1158,3521,,97,20,16,,1747,992,13%,1812,4218,1521,20%,407,44,313,41,7,,,,2,0,0%,41,366,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,DE,5/19/20 18:00,5/20/20 21:49,8194,2318,2207,2265,120,,,,425,859,10%,2265,5070,859,10%,310,188,76,22,1,,,,3,20,6%,22,268,20,6%,15924,8033,2893,545,,,,2254,7569,20%,2893,26756,7569,20%,,,,,,,,,,,,,,,,,,,
20200520,FL,5/20/20 10:00,5/20/20 23:09,47471,13292,9026,15924,,,,,1864,7365,16%,15924,22484,9063,19%,2096,1051,438,460,,,,,74,73,3%,460,1479,157,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,GA,5/20/20 19:00,5/20/20 21:58,39801,10086,13574,4410,568,33,21,,858,10251,26%,4410,20540,14851,37%,1697,741,825,62,28,3,2,,7,29,2%,62,1583,52,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,GU,5/20/20 22:00,5/20/20 23:15,165,,,,72,,71,,22,,0%,,,,0%,5,,,,,,,,,5,100%,,,5,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,HI,5/15/20 0:00,5/20/20 22:27,643,154,5,,172,,89,166,5,52,8%,,,,,17,,,,,,,,,17,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,IA,5/20/20 0:00,5/20/20 22:39,15824,9020,1899,,1582,,,,3323,,0%,4114,9179,2532,16%,395,304,19,,11,3,7,,,47,12%,19,319,55,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,ID,5/20/20 19:00,5/20/20 22:46,2506,1362,34,,44,24,3,80,262,695,28%,447,1269,789,31%,77,73,1,,2,,,,,1,1%,4,72,1,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,IL,5/20/20 0:00,5/20/20 22:51,100418,20251,17512,30555,3003,173,261,,3801,24862,25%,30555,45001,24862,25%,4525,1928,1394,828,215,9,3,,38,38,1%,828,3587,110,2%,132565,41344,28075,7270,287,358,,20483,311913,58%,28075,181824,311913,60%,,,,,,,,,,,,,,,,,,,
20200520,IN,5/19/20 23:59,5/20/20 22:56,29274,13524,4186,,439,,,,5064,6088,21%,3220,10392,15661,53%,1716,1127,262,,6,,,,202,116,7%,27,955,732,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,KS,5/18/20 14:30,5/20/20 23:05,8539,5108,890,,531,29,,,198,1783,21%,3496,3397,1646,19%,178,115,56,,1,1,,,1,4,2%,14,154,10,6%,32649,2906,,743,242,,,2770,24304,38%,4531,29545,29538,46%,,,,,,,,,,,,,,,,,,,
20200520,KY,5/20/20 17:00,5/20/20 23:11,8167,4398,876,,347,5,5,309,,2227,27%,793,4901,2473,30%,376,260,63,,7,,,4,,42,11%,7,309,60,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,LA,5/18/20 0:00,5/20/20 23:27,35316,,,,,,,,,35316,100%,,,,,2608,1092,1418,,21,2,2,,19,54,2%,47,2142,419,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,MA,5/20/20 16:00,5/20/20 22:17,88970,22687,7740,15480,1601,,,,3825,37456,42%,15480,35853,37456,42%,6066,2462,309,370,103,,,,194,2620,43%,370,3068,2620,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,MD,5/20/20 10:00,5/20/20 23:22,42323,8566,12919,10153,823,,,,2106,7756,18%,10153,24414,7756,18%,2123,896,876,171,77,,,,26,77,4%,171,1875,77,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,ME,5/20/20 13:30,5/20/20 22:25,1819,1145,235,,28,3,,4,42,362,20%,54,1212,553,30%,73,,,,,,,,,73,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,MI,5/20/20 11:00,5/20/20 22:30,53009,19083,16432,,1060,265,,4240,2650,9541,18%,3180,32865,16962,32%,5060,2580,2024,,50,25,,101,101,202,4%,101,4098,860,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,MN,5/19/20 17:00,5/20/20 22:35,17670,5968,3909,,753,128,22,314,1787,4789,27%,2821,9425,5424,31%,777,493,41,,17,10,0,4,2,210,27%,17,516,244,31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,MO,5/19/20 15:00,5/20/20 22:50,11080,4653,3656,,,,,221,554,1994,18%,775,7423,2880,26%,616,344,234,,,,,12,18,18,3%,12,517,86,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,MP,5/21/20 0:00,5/20/20 22:51,21,,,,,,,,,21,100%,,,,,2,,,,,,,,,2,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,MS,5/19/20 19:00,5/20/20 23:00,11967,3647,6472,655,46,420,,,257,470,4%,655,9551,1761,15%,570,249,296,8,0,16,,,1,0,0%,8,546,16,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,MT,5/20/20 12:00,5/20/20 23:00,478,429,2,,1,29,,,5,12,3%,18,440,20,4%,16,12,,,,4,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,NC,5/20/20 12:15,5/20/20 22:36,20122,8074,4870,,415,153,50,,1521,5039,25%,4539,9454,6129,30%,702,394,238,,7,1,1,,26,35,5%,29,557,116,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,ND,5/20/20 0:00,5/20/20 22:38,2095,,,,,,,,,2095,100%,,,,,49,,,,,,,,,49,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,NE,5/20/20 18:55,5/20/20 22:42,11122,,,,,,,,,11122,100%,,,,,138,,,,,,,,,138,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,NH,5/11/20 0:00,5/20/20 22:50,3868,1685,131,193,70,,,,206,1583,41%,193,2092,1583,41%,190,73,0,3,0,,,,3,111,58%,3,76,111,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,NJ,5/18/20 22:00,5/20/20 23:02,150399,28389,13871,23703,3925,,,,8779,71732,48%,23703,54964,71732,48%,10747,5511,1906,1978,567,,,,350,691,6%,1978,8334,691,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,NM,5/20/20 19:35,5/20/20 23:07,6317,784,169,1389,43,3679,,,,253,4%,1389,4675,253,4%,283,,,,,,,,,283,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,NV,5/19/20 0:00,5/20/20 22:47,7166,1649,532,1445,498,34,,,,3008,42%,1445,2713,3008,42%,378,156,46,49,57,1,,,,69,18%,49,260,69,18%,,,,,,,,,,,,,,,,7166,4158,0.580240022,4158,0.580240022,378,309,0.817460318,309,0.817460318,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
20200520,NY,5/17/20 14:00,,354370,,,,,,,,,354370,100%,,,,,23836,7373,5453,5607,1486,,,,1793,2124,9%,5607,16105,2124,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,OH,5/20/20 14:00,5/20/20 22:24,29436,15052,7502,,603,21,81,1018,1903,3256,11%,1887,19425,8124,28%,1781,1398,304,,12,,,19,12,36,2%,26,1693,62,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,OK,5/20/20 0:00,5/20/20 22:39,5532,3654,482,,144,341,,,217,694,13%,1017,3735,780,14%,299,230,24,,2,21,,,7,15,5%,6,264,29,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,OR,5/19/20 0:00,5/20/20 22:56,3801,1842,86,,135,67,47,70,1023,531,14%,1162,2103,536,14%,144,100,6,,7,3,1,2,9,16,11%,12,108,24,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,PA,5/17/20 0:00,5/20/20 23:02,64412,16731,7652,,835,,,,349,38845,60%,,,,,4767,3263,904,,118,,,,208,274,6%,242,4251,274,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,PR,5/20/20 4:51,5/20/20 22:32,2866,,,,,,,,,2866,100%,,,,,125,,,,,,,,,125,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,RI,5/20/20 12:00,5/20/20 22:16,13356,2994,1024,3388,,,,236,315,5399,40%,3388,4569,5399,40%,538,397,29,53,,,,0,4,55,10%,53,430,55,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,SC,5/19/20 16:00,5/20/20 23:24,9175,3544,3709,,82,,,,412,1425,16%,730,6089,2355,26%,407,208,154,,3,,,,3,40,10%,7,322,76,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,SD,5/19/20 18:00,5/20/20 23:16,4177,1247,868,729,488,310,,,535,0,0%,729,3448,0,,46,,,,,,,,,46,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,TN,5/20/20 15:00,5/20/20 23:07,18532,7386,3866,,375,,,,1718,5187,28%,2933,9111,6488,35%,309,180,105,,7,,,,11,6,2%,15,281,13,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,TX,5/20/20 10:30,5/20/20 23:10,51323,3967,2186,5702,491,,,,96,38881,76%,5702,6740,38881,76%,1419,180,67,120,6,,,,2,1044,74%,120,255,1044,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,UT,5/20/20 15:00,5/20/20 23:15,7710,2989,254,,186,281,272,,840,759,14%,2917,4034,759,10%,90,,,,,,,,,90,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,VA,5/19/20 17:00,5/20/20 23:19,32908,10764,5082,,,,,,6998,10064,31%,10147,11771,10990,33%,1074,584,226,,,,,,127,137,13%,87,770,217,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,VI,5/20/20 7:09,5/20/20 23:20,69,,,,,,,,,69,100%,,,,,6,,,,,,,,,6,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,VT,5/20/20 9:36,5/20/20 23:33,944,860,27,,11,1,,,12,33,3%,25,813,106,11%,54,49,,,2,,,,3,0,0%,0,53,1,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,WA,5/20/20 2:59,5/20/20 23:47,18971,5535,890,4719,1031,172,268,234,247,5875,31%,4719,8377,5875,31%,1037,667,30,85,89,8,7,13,19,119,11%,85,833,119,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,WI,5/20/20 0:00,5/20/20 23:31,13413,7136,2684,,504,151,,,1497,1441,11%,4193,7688,1532,11%,481,316,136,,12,6,,,4,7,1%,42,431,8,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,WV,5/20/20 17:00,5/20/20 23:34,1567,1276,113,,,,,,179,0,0%,,,,,69,58,3,,,,,,,8,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,WY,5/20/20 16:54,5/20/20 23:39,596,289,7,73,4,194,,,17,53,8%,73,511,53,8%,11,,,,,,,,,11,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,AK,5/17/20 4:45,5/17/20 22:18,396,257,9,,45,29,13,15,12,16,4%,38,336,22,6%,10,,,,,,,,,0,,,,10,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,AL,5/17/20 0:00,5/17/20 22:27,11771,4975,4607,,70,,,,456,1662,14%,981,8541,2268,19%,488,246,215,,3,,,,6,18,4%,11,418,59,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,AR,5/17/20 20:20,5/17/20 22:35,4759,2354,1781,,55,13,91,32,184,249,5%,268,4510,249,5%,98,49,33,,,,1,,5,,0%,3,85,10,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,AS,,5/17/20 22:38,,,,,,,,,,,100%,,,,100%,,,,,,,,,,,100%,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,AZ,5/17/20 0:00,5/17/20 22:53,13937,3044,437,2541,150,1640,,,282,5843,42%,2541,5553,5843,42%,680,287,22,106,8,116,,,11,130,19%,106,444,130,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,CA,5/16/20 0:00,5/17/20 22:59,78839,12452,3221,29208,5804,104,526,490,2824,24210,31%,29208,25421,24210,31%,3261,1039,311,1137,468,14,28,20,40,204,6%,1137,1920,204,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,CO,5/17/20 0:00,5/17/20 23:06,21938,7928,1353,7711,603,96,87,168,206,3782,17%,7711,10441,3782,17%,1215,781,82,230,47,7,4,11,7,42,3%,230,939,42,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,CT,5/16/20 20:30,5/17/20 23:13,37419,12051,4712,6558,550,,,,192,13254,36%,6558,12051,13254,42%,3408,2482,499,286,34,,,,15,78,2%,286,2482,78,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,DC,5/16/20 0:00,5/17/20 23:24,7123,1122,3366,,96,19,16,,1637,867,12%,1700,4054,1369,19%,383,43,294,37,7,,,,2,0,0%,37,346,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,DE,5/16/20 18:00,5/17/20 23:30,7670,2134,2086,2100,113,,,,409,828,11%,2100,4742,828,11%,290,177,68,21,1,,,,3,20,7%,21,249,20,7%,14296,7272,2475,495,,,,2072,6585,20%,2475,24135,6585,20%,,,,,,,,,,,,,,,,,,,
20200517,FL,5/17/20 11:00,5/17/20 20:42,45588,12771,8598,14905,,,,,1786,7528,17%,14905,21514,9169,20%,1973,986,419,431,,,,,68,69,3%,431,1397,145,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,GA,5/17/20 19:49,5/17/20 22:13,37552,9364,12953,3995,533,34,16,,646,10011,27%,3995,19313,14244,38%,1609,685,780,58,27,3,2,,8,46,3%,58,1481,70,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,GU,5/17/20 22:00,5/17/20 22:19,154,,,,61,,70,,23,,0%,,,,0%,5,,,,,,,,,5,100%,,,5,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,HI,5/14/20 18:00,5/17/20 22:26,640,154,5,,172,,89,166,5,49,8%,,,,,17,,,,,,,,,17,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,IA,5/16/20 0:00,5/17/20 22:38,14651,8223,1821,,1463,,,,3144,,0%,3675,8368,2606,18%,351,273,19,,10,2,7,,,39,11%,17,281,52,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,ID,5/16/20 0:00,5/17/20 22:44,2419,1335,31,,41,23,2,68,242,674,28%,411,1227,780,32%,73,70,1,,2,,,,,0,0%,4,69,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,IL,5/17/20 0:00,5/17/20 22:50,94191,19218,16616,27763,2830,159,219,,3643,23743,25%,27763,42685,23743,25%,4177,1785,1316,747,194,7,2,,31,31,1%,747,3335,95,2%,117891,37324,24464,6733,267,287,,19135,281652,58%,24464,162502,281652,60%,,,,,,,,,,,,,,,,,,,
20200517,IN,5/16/20 23:59,5/17/20 22:53,27778,12527,3916,,416,,,,4611,6305,23%,3000,9972,14805,53%,1607,1046,250,,6,,,,184,118,7%,25,896,684,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,KS,5/15/20 13:30,5/17/20 22:59,7886,4686,822,,449,25,,,184,1720,22%,3146,3118,1622,21%,172,105,53,,1,1,,,2,10,6%,13,143,16,9%,27032,2453,,627,194,,,2167,21939,40%,3827,23969,26616,49%,,,,,,,,,,,,,,,,,,,
20200517,KY,5/16/20 17:00,5/17/20 23:22,7688,4253,850,,343,2,5,300,,1935,25%,738,4705,2245,29%,332,230,56,,5,,,4,,37,11%,7,270,55,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,LA,5/11/20 0:00,5/17/20 23:32,34432,,,,,,,,,34432,100%,,,,,2425,951,1294,,18,0,1,,17,144,6%,40,1869,516,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,MA,5/17/20 10:00,5/17/20 23:40,86010,21674,7396,14277,1548,,,,3612,37414,44%,14277,34230,37414,44%,5797,2324,295,353,92,,,,179,2550,44%,353,2890,2550,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,MD,5/17/20 10:00,5/17/20 22:19,38804,8058,12052,8907,752,,,,1852,7183,19%,8907,22714,7183,19%,1876,779,777,154,67,,,,23,76,4%,154,1646,76,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,ME,5/13/20 16:30,5/17/20 22:25,1687,980,140,,22,2,,3,37,503,30%,44,973,670,40%,70,,,,,,,,,70,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,MI,5/17/20 11:00,5/17/20 22:33,51142,18411,15854,,1022,255,,4091,2557,9205,18%,3068,32219,15854,31%,4891,2445,1956,,48,24,,97,97,195,4%,97,3912,880,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,MN,5/16/20 17:00,5/17/20 22:41,15668,5182,3287,,601,107,19,255,1516,4701,30%,2311,7991,5366,34%,722,461,38,,16,10,0,4,2,191,26%,16,481,225,31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,MO,5/17/20 15:00,5/17/20 22:47,10789,4531,3560,,,,,215,539,1942,18%,755,7228,2805,26%,594,249,196,,,,,11,29,106,18%,11,498,83,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,MP,5/17/20 18:59,5/17/20 22:51,21,,,,,,,,,21,100%,,,,,2,,,,,,,,,2,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,MS,5/16/20 19:00,5/17/20 22:57,11296,3492,6094,612,40,360,,,271,427,4%,612,8951,1733,15%,521,228,271,6,0,15,,,1,0,0%,6,503,12,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,MT,5/17/20 12:00,5/17/20 23:09,468,427,2,,1,29,,,4,5,1%,11,437,20,4%,16,12,,,,4,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,NC,5/17/20 11:00,5/17/20 23:21,18512,7352,4476,,351,140,40,,1289,4864,26%,3888,8694,5930,32%,659,370,217,,7,1,2,,26,36,5%,29,518,112,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,ND,5/17/20 13:00,5/17/20 23:25,1900,,,,,,,,,1900,100%,,,,,43,,,,,,,,,43,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,NE,5/17/20 19:00,5/17/20 23:28,10348,,,,,,,,,10348,100%,,,,,123,,,,,,,,,123,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,NH,5/11/20 0:00,5/17/20 23:43,3596,1685,131,193,70,,,,206,1311,36%,193,2092,1311,36%,172,73,0,3,0,,,,3,93,54%,3,76,93,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,NJ,5/16/20 22:00,5/17/20 23:36,146334,27639,13415,23004,3825,,,,8285,70166,48%,23004,53164,70166,48%,10356,5201,1807,1853,532,,,,331,632,6%,1853,7871,632,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,NM,5/17/20 20:29,5/17/20 23:25,5938,756,168,1308,48,3432,,,,226,4%,1308,4404,226,4%,265,,,,,,,,,265,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,NV,5/17/20 18:00,5/17/20 23:20,6857,,,,,,,,,6857,100%,,,,,350,,,,,,,,,350,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
